"id","language","politics","domestic_politics","foreign_politics","resource_distribution","resource_distribution_by_whom1","resource_distribution_for_whom1","resource_distribution_for_whom_ethnic1","resource_distribution_for_whom_region1","resource_distribution_gender","climate_change","pro_us","pro_russia","pro_china","pro_un","pro_imf","pro_democracy","anti_western","national_unity","subgroup_unity","subgroup_unity_text","african_unity","political_opponents","religion","political_opponents_viol","national_unity_narrow","topic"
"1487219145758567","Portuguese","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"1162788382390463","Portuguese","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;HEALTH"
"784789991045796","Portuguese","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"1710576869651139","Portuguese","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"4187716698114908","Portuguese","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"793129223422184","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;GOVERNMENT OPERATIONS;ECONOMY"
"1.14429E+15","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS;LABOR"
"2222526214877802","French","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"826882946542660","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","Tchaman","Songon Agban; Dabou; Jacqueville; Anyama","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Songon Agban; Tchaman","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TRANSPORTATION;ETHNICITY;CULTURE"
"1490037298889839","French","politics","domestic politics","foreign politics","resource distribution","international organisations","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;AGRICULTURE;INTERNATIONAL AFFAIRS"
"685141424080609","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","LABOR;SOCIAL WELFARE;GOVERNMENT OPERATIONS"
"2237392303388736","French","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","religious","not applicable","NOT CODED","not applicable"
"1509299563722882","French","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","subgroup unity","members of the Methodist Church of Côte d'Ivoire","no mention of africa","not applicable","religious","not applicable","NOT CODED","not applicable"
"1489080948802288","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"1265901531208489","English","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","positive towards the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"1207633031104254","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"2485008265219449","English","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENERGY;INTERNATIONAL AFFAIRS;ECONOMY"
"793773126727221","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"835454212340614","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"785583054189516","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;INTERNATIONAL AFFAIRS"
"1296028635005834","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"1508839777123556","English;Other(Hindi)","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","religious","not applicable","NOT CODED","not applicable"
"1.74567E+15","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","DEFENSE"
"819615280364996","French","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;GOVERNMENT OPERATIONS"
"1327198512288867","French","politics","domestic politics","foreign politics","resource distribution","international organisations","country-wide","not applicable","not applicable","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;INTERNATIONAL AFFAIRS;SOCIAL WELFARE"
"827668289595844","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;INTERNATIONAL AFFAIRS;CIVIL RIGHTS"
"832120572578950","French","politics","domestic politics","not foreign politics","resource distribution","national government","specific locality or group","not applicable","Dandaya; Ponkoma; Faranah","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","residents of the Dandaya and Ponkoma neighborhoods (Faranah Prefecture)","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;GOVERNMENT OPERATIONS;SOCIAL WELFARE"
"4594594474198254","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","unclear","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;HEALTH"
"1109026828077096","French","politics","domestic politics","foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;SOCIAL WELFARE"
"2060494868059457","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"2006782093403893","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"1681803149162442","English","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","not applicable","no mention of religion","not applicable","NOT CODED","not applicable"
"1085768850384594","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","positive towards democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"776077021962890","English","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"1706839114038355","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"1151837187073339","Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS;ECONOMY"
"690713936771283","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;AGRICULTURE;LAW AND CRIME"
"8744101395683675","Arabic","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS;TECHNOLOGY"
"847272977872184","Arabic","politics","domestic politics","foreign politics","resource distribution","international organisations","country-wide","not applicable","not applicable","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;ENERGY;INTERNATIONAL AFFAIRS"
"1690921811798934","Arabic","politics","domestic politics","foreign politics","resource distribution","national government","specific locality or group","not applicable","Fayoum; Wadi El-Rayan; Lake Qarun","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","subgroup unity","Fayoum Governorate","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;AGRICULTURE;DOMESTIC COMMERCE"
"8923988660983198","Arabic","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Sharm El-Sheikh; Belbeis; Qalyubia; Aswan; Alexandria; Hurghada; South Sinai; Sharqia; Giza; Port Said; Suez","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","positive towards the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS;ENERGY"
"1.93034E+15","Arabic","politics","not domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS;ECONOMY"
"1.09738E+15","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;ENERGY"
"3444473989028056","French","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","neutral towards the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ECONOMY;INTERNATIONAL AFFAIRS;ENERGY"
"831494389306782","French","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH;SOCIAL WELFARE;GOVERNMENT OPERATIONS"
"811746198041390","Unclear","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","unclear","unclear","not applicable","unclear","not applicable","unclear","not applicable","NOT CODED","not applicable"
"1301056664580691","Unclear","not political","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","unclear","unclear","not applicable","unclear","not applicable","unclear","not applicable","NOT CODED","not applicable"
"1115696290715923","French","politics","domestic politics","not foreign politics","resource distribution","other;national government","specific locality or group","not applicable","Sonfonia Tayaaki; Lambanyi; Sonfonia","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HOUSING;GOVERNMENT OPERATIONS;ECONOMY"
"1328365628821447","French","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS"
"817207304171846","French","politics","domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","positive towards China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","DEFENSE;INTERNATIONAL AFFAIRS"
"1333692118169184","French","politics","domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;ECONOMY"
"2138515913209523","English;Arabic","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","positive towards the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;DEFENSE"
"1143115603686189","English;Arabic","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;DEFENSE"
"3.18152E+15","English;Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"641972152319926","English;Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","religious","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS"
"1462347925071729","English;Arabic","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;DEFENSE"
"800030296293556","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","subgroup unity","Helwan","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","GOVERNMENT OPERATIONS;ECONOMY"
"1469581384320933","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","DOMESTIC COMMERCE;GOVERNMENT OPERATIONS"
"1.30589E+15","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TECHNOLOGY;EDUCATION"
"1030081919130015","Arabic","politics","domestic politics","foreign politics","resource distribution","national government;international organisations","specific locality or group","not applicable","Haya Karima villages","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TECHNOLOGY;INTERNATIONAL AFFAIRS"
"1634201367576274","Arabic","politics","domestic politics","foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","EDUCATION;LABOR;ECONOMY"
"1545056676910236","Arabic","politics","domestic politics","not foreign politics","resource distribution","national government","country-wide","not applicable","not applicable","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","HEALTH"
"1443933733561597","Arabic","politics","domestic politics","foreign politics","resource distribution","other state","specific locality or group","not applicable","West Qantara Industrial Zone; Suez Canal Economic Zone","resources not specifically for women","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;FOREIGN TRADE"
"1231104018563671","Arabic","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","TRANSPORTATION;GOVERNMENT OPERATIONS"
"511613008125403","English","politics","not domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","african unity","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","INTERNATIONAL AFFAIRS;ENVIRONMENT"
"2409660526098267","English","politics","domestic politics","not foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;TRANSPORTATION"
"1315432070040954","English","politics","domestic politics","foreign politics","resource distribution","other state","country-wide","not applicable","not applicable","resources not specifically for women","mentions sustainability","no mention of the US","no mention of the Russia","no mention of the China","no mention of the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS"
"2219755271861234","English","politics","domestic politics","foreign politics","not resource distribution","not applicable","not applicable","not applicable","not applicable","not applicable","mentions climate change","no mention of the US","no mention of the Russia","no mention of the China","neutral towards the UN","no mention of the IMF","no mention of democracy","not anti-western","no mention of the nation or national unity","no mention of specific subgroup","not applicable","no mention of africa","no mention of political opponents","no mention of religion","no mention of violent group","NOT CODED","ENVIRONMENT;INTERNATIONAL AFFAIRS"
