id,targeted,creation_time,post_owner.id,post_owner.name,post_owner.username,Country,Facebook,text,comments/questions,language,politics,domestic_politics,foreign_politics,resource_distribution,resource_distribution_by_whom1,resource_distribution_for_whom1,resource_distribution_for_whom_ethnic1,resource_distribution_for_whom_region1,resource_distribution_gender,climate_change,topic01,topic02,topic03,pro_us,pro_russia,pro_china,pro_un,pro_imf,pro_democracy,anti_western,national_unity,national_unity_narrow,subgroup_unity,subgroup_unity_text,african_unity,political_opponents,political_opponents_viol,religion,,gd comments
1275142724494855,1,2025-10-11T15:07:49+00:00,317434511355600,Governo de Angola,GovernodeAngola,Angola,https://www.facebook.com/@GovernodeAngola,"APOIO INTERNACIONAL 
Construção da plataforma logística da Caála tem financiamento garantido dos Países Baixos

Quinze milhões de euros vão ser disponibilizados pelo Fundo Invest International dos Países Baixos para a construção da plataforma logística da Caála, na província do Huambo, no âmbito de um acordo assinado quinta-feira, 9 de Outubro, em Bruxelas, no Fórum Global Gateway 2025, promovido pela União Europeia.

O anúncio foi feito pelo secretário de Estado para os Transportes, Jorge Bengue, que testemunhou a assinatura do acordo ao lado do vice-ministro da Cooperação Internacional e Externa dos Países Baixos, Stevem Collet.

Falando à imprensa, em Bruxelas, Jorge Bengue garantiu que o início das obras, numa fase transitória, está previsto para o final deste ano, enquanto a infra-estrutura definitiva deverá estar concluída em 2026. 

O secretário de Estado deu a conhecer, ainda, que a execução será dividida entre o Estado angolano, representado pela empresa Arcla, que assume a construção das infra-estruturas básicas e redes técnicas essenciais, e o sector privado, que irá fazer o resto do investimento. 

Este é apenas um dos vários financiamentos e parcerias discutidos com entidades europeias, sublinhou, com vista a dinamizar o sector logístico e produtivo nacional, especialmente no contexto do Corredor do Lobito.

Relativamente à cooperação entre Angola e União Europeia, que já leva 25 anos, defendeu uma nova abordagem que passa por mais apoio ao desenvolvimento de Angola.

O secretário de Estado recordou ainda que, há cerca de dois anos, foi assinado um acordo com a União Europeia, no âmbito da iniciativa Global Gateway, e visa promover o desenvolvimento do sector dos Transportes, com realce para transformar o Corredor do Lobito numa plataforma estratégica de desenvolvimento do país, sobretudo de todas as regiões onde a infra-estrutura principal de apoio ao Corredor, no caso o Caminhos-de-Ferro de Benguela, percorre. 

Jorge Bengue acrescentou que durante os encontros em Bruxelas foram revistos instrumentos e metas para operacionalizar o plano de desenvolvimento do Corredor do Lobito, com o envolvimento de governos europeus e instituições financeiras internacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438074647326966,0,2025-11-13T19:27:12+00:00,2704279999735905,Primature du Mali,,Mali,https://www.facebook.com/profile.php?id=100069237008628,"AUDIENCE AVEC LE MINISTRE DE LA DEFENSE DU NIGERIA 

En marge de sa participation à la 1ère édition du Salon de la Défense et de la Sécurité (BAMEX), l’Honorable Muhammed Badaru Abubakar, Ministre de la Défense de la République Fédérale du Nigeria, a été reçu ce jeudi 13 novembre 2025 par le Premier ministre, le Général de Division Abdoulaye Maïga.

Après avoir été introduit par le ministre de la Défense et des Anciens Combattants, Général de Corps d’Armée Sadio Camara, les échanges ont porté sur les défis communs des deux pays autour de la lutte contre le terrorisme. Le ministre Nigerian a préconisé une alliance : mettre ensemble les efforts et les ressources et recréer les relations du Nigeria avec le Mali et ses pays frères de l’AES « Nous sommes les mêmes peuples divisés par des frontières, nous avons des défis communs. Il est nécessaire de renforcer nos relations », a-t-il ajouté.

Le Premier ministre, en réponse, a remercié la délégation pour sa démarche constructive. Il a rappelé que la dynamique malienne en termes de lutte contre le terrorisme a changé dans le cadre de l’Alliance des États du Sahel. Ainsi, l’éradication du terrorisme est au cœur de la stratégie.
Dans le même cadre il a affirmé que le Mali reste ouvert à collaborer avec tous les pays du monde à condition que les principes de souveraineté du Mali soient respectés. 

L’audience s’est conclue sur une note de fraternité avec la la conviction que l’éradication du terrorisme est une mission commune.

🅒🅒🅡🅟 - 🅟🅡🅘🅜🅐🅣🅤🅡🅔",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183785130312752,1,2025-10-21T11:40:38+00:00,1078687873474036,Office of the Prime Minister-Ethiopia,PMOEthiopia,Ethiopia,https://www.facebook.com/PMOEthiopia/,"በሃሬና ጫካ ውስጥ የሚገኘው ባለግርማው የሪራ ፏፏቴ አሁን እየተሰራ ባለው ኢኮ ሎጅ እና በአስደማሚ ሸለቆው ላይ በተሠራው ተንጠልጣይ (suspension bridge) ድልድይ መሻገሪያ የተነሳ የበለጠ ለጎብኝዎች የተመቸ በመሆኑ ብዙ ጎብኝዎችን ይስባል። እነዚህ የተጨመሩ ሥራዎች ሩቅ እና አስቸጋሪ የነበረውን ሥፍራ መዳረሻ መንገዱን በማቅለል ከአፍሪካ የመጨረሻ የደመና ጥግ ደኖች አንዱ በሆነውና ለጀብድ ጉዞ አፍቃሪዎች፣ ለተፈጥሮ ውበት ተመልካቾች ለተመቸው ሥፍራ ያደርጉታል።

Within the Harenna Forest, the majestic Rira Waterfall will now welcome more visitors thanks to a new eco-lodge in development and a dramatic suspension bridge spanning its lush gorge. These additions make the once-remote area more accessible, offering travelers a blend of adventure, natural beauty, and sustainable exploration in one of Africa’s last great cloud forests.

#PMOEthiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471337608000378,1,2025-05-23T19:27:31+00:00,364930822870386,Présidence de la  République du Tchad,presidencetd,NA,NA,"Allocution du Maréchal Mahamat Idriss Deby Itno ,Président de la République, Chef de l’Etat À l’Inauguration du Stade Olympique Maréchal IDRISS DEBY ITNO  https://presidence.td/allocution-du-chef-de-letat-a-linauguration-du-stade-olympique-marechal-idriss-deby-itno/24116/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682267954696811,1,2025-05-23T17:52:23+00:00,1666872780510939,Service d'Information du Gouvernement,sigbf226,Burkina Faso,https://www.facebook.com/sigbf226,"𝐒𝐢𝐭𝐮𝐚𝐭𝐢𝐨𝐧 𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥𝐞 : 𝐥'𝐎𝐍𝐔 𝐫𝐞́𝐚𝐟𝐟𝐢𝐫𝐦𝐞 𝐬𝐨𝐧 𝐬𝐨𝐮𝐭𝐢𝐞𝐧 𝐚𝐮 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨

Le Premier ministre, Rimtalba Jean Emmanuel Ouédraogo, a accordé une audience au Représentant spécial du Secrétaire général des Nations Unies et Chef du Bureau des Nations Unies pour l’Afrique de l’Ouest et le Sahel, Leonardo Santos Simão, ce vendredi 23 mai 2025, à Ouagadougou. Cette rencontre a permis à l’émissaire des Nations Unies de s’imprégner de la situation que connait le Burkina Faso. 

Du 21 au 24 mai 2025, le Représentant spécial du Secrétaire général des Nations Unies pour l’Afrique de l’Ouest et le Sahel, Leonardo Santos Simão, est en visite officielle au Burkina Faso. 

« Je suis venu me renseigner sur l’évolution de la situation et voir aussi dans quelle mesure les Nations Unies peuvent soutenir les efforts pour améliorer les conditions de vie des populations », a-t-il déclaré, à l’issue de cette audience. 

À la faveur de cette audience, le Premier ministre a exposé au Représentant spécial de Antonio Guterres la situation politique, économique, sociale et sécuritaire que connait le pays, mais aussi la vision des autorités burkinabè. « Nous souhaitons que les Nations Unies portent le message des nations en lutte pour leur souveraineté. L'ONU ne doit plus rester silencieuse face au parrainage du terrorisme dans le Sahel par certains pays dits puissants. C’est ce courage que nous attendons de l’ONU », a déclaré le Chef du Gouvernement, avant de réitérer la position du Burkina Faso face à certaines expressions usitées par des structures internationales en ce qui concerne la situation sécuritaire. « Un terroriste est un terroriste. Il est inconcevable d’user de termes qui puissent légitimer l’action du terroriste », a-t-il affirmé.     

« Il y a des efforts au plan économique, au niveau de l’agriculture et dans d’autres secteurs pour améliorer la vie de populations, mais surtout le retour des populations déplacées par le fait du terrorisme. Sur le plan sécuritaire, nous constatons un terrorisme qui est de plus en plus sophistiqué, qui utilise des moyens sophistiqués et qui utilise même des enfants. Il y a donc cette préoccupation de l’évolution du terrorisme qui affecte la vie du pays. Il est nécessaire de continuer à mobiliser les efforts dans la lutte contre le terrorisme », a reconnu Leonardo Santos Simão. 

Prenant en compte ce diagnostic, le Représentant spécial du Secrétaire général des Nations Unies pour l’Afrique de l’Ouest et le Sahel a exprimé la disponibilité des Nations Unies à poursuivre la mobilisation des efforts pour soutenir le Burkina Faso. 

« J’ai pu recueillir des éléments que je compte utiliser dans des rapports sur la situation au Burkina Faso. Nous comptons partager ces éléments avec le Système des Nations Unies et nous comptons continuer le plaidoyer pour mobiliser et augmenter le soutien au pays, dès que possible », a confié l’envoyé des Nations Unies.  

𝐃𝐂𝐑𝐏/𝐏𝐫𝐢𝐦𝐚𝐭𝐮𝐫𝐞

#Com_Gouv_BF 
#SIGBurkina 
#BurkinaFaso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934001956192944,1,2025-06-03T10:09:21+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"باستثمارات 20 مليون دولار تعادل مليار جنيه...

📌رئيس اقتصادية قناة السويس يوقع عقد مشروع شركة ""كومفلى هونج كونج"" الصينية لصناعة حقائب السفر بمنطقة القنطرة غرب

استمرارا للثقة في مناخ الاستثمار باقتصادية قناة السويس..

📌مالك شركة ""كومفلى هونج كونج"" الصينية يوقع ثاني مشروعاته بالقنطرة غرب لتوطين وتعميق صناعة الحقائب وأمتعة السفر والصناعات المغذية لها

📌وليد جمال الدين: هذا المشروع يعكس نجاح جهود المنطقة الاقتصادية لقناة السويس في تعميق الصناعة بمنطقة القنطرة غرب
...............................................................

بيان صادر عن الهيئة العامة للمنطقة الاقتصادية لقناة السويس:

وقع السيد/ وليد جمال الدين، رئيس الهيئة العامة للمنطقة الاقتصادية لقناة السويس، اليوم، عقد مشروع شركة ""كومفلى هونج كونج –  COMFILY Hong Kong Co., Ltd"" الصينية، المتخصصة في صناعة جميع أنواع الحقائب وخامات الأقمشة والإكسسوارات اللازمة لصناعة الحقائب وأمتعة السفر، لإنشاء مجمع صناعي متكامل بمنطقة القنطرة غرب الصناعية، على مساحة تبلغ 80 ألف متر مربع, باستثمارات تبلغ 20 مليون دولار بما يعادل مليار جنيه مصري، ويوفر 2000 فرصة عمل مباشرة، ويستهدف المشروع تصدير 80% من إنتاجه إلى الخارج وتوفير 20% للسوق المحلي، وبحجم إنتاج أكثر من 22 مليون قطعة سنويًا، ومن المنتظر أن يُفتتح المصنع بنهاية عام 2026، هذا وقد وقع العقد السيد/ خويي هايلونج، رئيس الشركة، وذلك بحضور عدد من قيادات الهيئة.

هذا وتعد شركة "" كومفلى هونج كونج"" الصينية COMFILY Hong Kong Co., Ltd هي الشركة الشقيقة لشركة هينيواى الصينية لمنتجات حقائب السفر Henneway Travel Products، وتتبعان نفس المالك الذي سيقوم بإنشاء المشروع الثاني بالمنطقة الصناعية بالقنطرة غرب لإنتاج جميع أنواع الحقائب وخاصة للعلامات التجارية العالمية مثل “Samsonite”، وليتكامل بإنتاجه للخامات ومستلزمات تلك الصناعة مع المصنع الأول الجاري إنشائه بنفس المنطقة والمنتظر تشغيله تجريبيا بنهاية العام الجاري 2025، على أن يتم الافتتاح والتشغيل الفعلي للمصنع في الربع الأول من عام 2026.

وفى هذا السياق، أكد السيد/ وليد جمال الدين، أن منطقة القنطرة غرب الصناعية تمثل نموذجًا ناجحًا في استقطاب الاستثمارات المتخصصة، حيث تحولت إلى منطقة صناعية متكاملة تحظى بمكانة متميزة عالميًّا، وأضاف أن الموقع الجغرافي الفريد لمنطقة القنطرة غرب، بالقرب من محافظات القناة، يجعلها بيئة مثالية للمشروعات كثيفة العمالة ويوفر فرصًا كبيرة للنمو والتوسع الصناعي، لافتًا إلى أن توالي المشروعات بمنطقة القنطرة غرب يعكس نجاح جهود المنطقة الاقتصادية لقناة السويس الرامية لتعميق الصناعة بالمنطقة، ودعم تكامل سلاسل الإمداد العالمية.

كما أوضح السيد/ وليد جمال الدين أن توقيع هذا العقد يرفع عدد المشروعات المتعاقد عليها داخل منطقة القنطرة غرب الصناعية إلى 22 مشروعًا، بإجمالي استثمارات تقدر بحوالي 623.5 مليون دولار، وتوفر أكثر من 32.6 ألف فرصة عمل مباشرة، مما يعكس ثقة متزايدة من المستثمرين المحليين والأجانب في مناخ الاستثمار بالمنطقة الاقتصادية.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637542609971316,1,2025-02-20T11:31:53+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"بيان صادر عن وزارة الأوقاف:

انطلاق حملة النظافة بمساجد الجمهورية استعدادًا لاستقبال شهر رمضان المعظم

أطلقت وزارة الأوقاف حملة مكثفة لتهيئة المساجد على مستوى الجمهورية، تحت رعاية معالي الأستاذ الدكتور أسامة الأزهري، وزير الأوقاف، لضمان جاهزيتها لاستقبال المصلين على مدار اليوم، وتوفير سبل الراحة لهم من خلال استكمال أعمال الصيانة والتطوير، وتنفيذ حملات نظافة شاملة في مختلف المحافظات، في إطار استعدادات الوزارة لاستقبال شهر رمضان المبارك.

وشارك في الحملة جميع المديريات بفاعلية واسعة، حيث تم تنظيف المساجد، وفرشها بالسجاد، وتزيينها بالأنوار والزينة، لإضفاء أجواء روحانية تبعث على البهجة والسرور، استعدادًا لاستقبال الشهر الكريم، الذي يشهد توافد أعداد كبيرة من المصلين يوميًّا، إلى جانب إقامة الاعتكاف في العشر الأواخر.

وتواصل وزارة الأوقاف جهودها لضمان تقديم أفضل الخدمات لرواد المساجد، وتعزيز دورها الإيماني والمجتمعي خلال الشهر الفضيل، وتؤكد الوزارة من خلال هذه الجهود حرصها على تهيئة بيوت الله -عز وجل- لاستقبال ضيوف الرحمن في أجواء إيمانية مميزة.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297540415560797,1,2025-08-09T07:37:47+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"بهدف تعزيز التصنيع المحلي وجذب المزيد من الاستثمارات الصينية المباشرة، تم توقيع 3 عقود لإنشاء مشروعات صناعية جديدة في قطاع المنسوجات بمنطقة القنطرة غرب الصناعية، بما يساهم في تعزيز مكانة المنطقة الاقتصادية لقناة السويس كمركز صناعي واعد قادر على تحقيق ريادة مصرية عالمية في مجال الغزل والنسيج والملابس الجاهزة.

#الهيئة_العامة_للمنطقة_الاقتصادية_لقناة_السويس 
#المركز_الإعلامي_لمجلس_الوزراء 
#رئاسة_مجلس_الوزراء",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027165190800539,1,2025-05-01T16:46:57+00:00,3581361238744566,Eswatini Government,EswatiniGov,Eswatini (Swaziland),https://www.facebook.com/@EswatiniGov,"[WATCH]: ""It was my first time seeing the King and I am so excited"" - Philiswa Mkhonta says he is optimistic that His Majesty’s visit to Hosea yesterday will bring development to the area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305843807907941,1,2024-10-31T05:13:39+00:00,662672432734365,Hakainde Hichilema,hakainde.hichilema,Zambia,https://www.facebook.com/@hakainde.hichilema,"To our fellow Hindu citizens and all who join in the celebration of Diwali, we extend our warmest wishes on this joyous occasion.

 As we light the lamps and embrace the festival’s spirit of renewal and togetherness, may Diwali bring prosperity, peace, and hope to every home. 

In our diverse society, this festival of lights shines as a reminder of the strength we draw from unity and shared values.

 May the brightness of Diwali inspire us all to seek wisdom, compassion, and harmony in every corner of our nation.

May the festival of lights fill your home with joy, prosperity and endless happiness. 

 Happy Diwali to you and your loved ones!

Hakainde Hichilema, 
President of the Republic of Zambia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419049625779202,1,2025-05-12T18:35:44+00:00,1.19934E+15,حكومتنا,HAKOMITNA,Libya,https://www.facebook.com/@HAKOMITNA,"عقد بديوان رئاسة الوزراء، اجتماع ضم رئيس الفريق التنفيذي لمبادرات رئيس الوزراء والمشروعات الاستراتيجية مصطفى المانع، مع بعثة من خبراء البنك الدولي، وذلك في إطار زيارة رسمية تهدف إلى دعم جهود الحكومة في تعزيز القطاع الخاص.

وناقش الطرفان انطلاق برامج دعم القطاع الخاص، وتحفيز بيئة استثمارية جاذبة، بالإضافة إلى انضمام ليبيا إلى برنامج ""جاهزية الأعمال"" (Business Ready) الذي أطلقه البنك الدولي، ويستهدف تحسين مناخ الأعمال في الدول النامية ورفع تصنيفها في المؤشرات الدولية.

ويأتي الاجتماع تنفيذا لخطة رئيس الوزراء، للاستفادة من خبرات البنك الدولي، وتتويجا لاجتماعه في فبراير الماضي مع نائب رئيس البنك الدولي لمنطقة الشرق الأوسط وشمال إفريقيا عثمان ديون، ولمذكرة التفاهم الموقعة بين حكومة الوحدة الوطنية والبنك الدولي في أبريل الماضي.

#حكومتنا #ليبيا
#حكومة_الوحدة_الوطنية",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779474428153710,1,2025-02-09T13:30:37+00:00,662672432734365,Hakainde Hichilema,hakainde.hichilema,Zambia,https://www.facebook.com/@hakainde.hichilema,"Today, it is with great sadness that we join the Namibian people in mourning the loss of the founding President of the Republic of Namibia Dr. Samuel Shafiishuna Nujoma. He will be remembered as a freedom fighter, nationalist and Pan-Africanist. His legacy will live on. 

Hakainde Hichilema
President of the Republic of Zambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751289391192536,0,2024-02-19T17:00:53+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"بيان صادر عن وزارة السياحة والآثار:

19فبراير 2024 

-  وزير السياحة والآثار يلتقي وزيرة السياحة والصناعة التقليدية والاقتصاد الاجتماعي والتضامني بالمملكة المغربية لبحث سبل تعزيز التعاون المشترك بين البلدين في مجال السياحة 

التقى، اليوم، السيد أحمد عيسى وزير السياحة والآثار، بالسيدة فاطمة الزهراء لعمور وزيرة السياحة والصناعة التقليدية والاقتصاد الاجتماعي والتضامني بالمملكة المغربية، والوفد المرافق لها، خلال زيارتها الحالية لمصر. 

وقد جاء هذا اللقاء لمناقشة تعزيز التعاون المشترك بين مصر والمغرب في مجال السياحة، والتعرف على أبرز المستجدات التي تشهدها صناعة السياحة في مصر حالياً، واستعراض كيفية تمكنت مصر من الحفاظ على الحركة السياحية الوافدة إليها سريعاً على الرغم من الوضع الجيوسياسي في ظل الأحداث الجارية التي تشهدها المنطقة.

وقد ضم الوفد المرافق السفير محمد آيت وعلي سفير جلالة ملك المغرب لدى مصر ومندوب المملكة الدائم لدى جامعة الدول العربية، والسيد عماد برقاد مدير عام الشركة المغربية للهندسة والسياحة، والسيد إلياس ميسور رئيس مكتب السيدة الوزيرة، والسيدة سلمي كنان مستشار السيدة الوزير، والسيدة كريمة المرس المستشار الاقتصادي بسفارة المغرب بالقاهرة.

وحضر من الجانب المصري الأستاذ أحمد الوصيف رئيس لجنة تسيير أعمال الاتحاد المصري للغرف السياحية، والسيد إيهاب سالم مساعد الوزير للشئون المالية والاستثمار، والأستاذة يمنى البحار مساعد الوزير للشئون الفنية وشئون مكتب الوزير، والسيد محمد فهمي مساعد الوزير للشئون الاقتصادية، والسفير خالد ثروت مستشار الوزير للعلاقات الدولية والمُشرف العام على الإدارة العامة للعلاقات الدولية والاتفاقيات بالوزارة.

ومن جانبه، استعرض السيد أحمد عيسى معدلات الحركة السياحية الوافدة لمصر خلال عام 2023 وخاصة الربع الأخير منها في ظل الأحداث الجيوسياسية الجارية التي تشهدها المنطقة، مشيراً إلى قدرة مصر على الحفاظ على الحركة السياحية الوافدة إليها من الأسواق السياحية الرئيسية المختلفة وخاصة من الأسواق الأوروبية حيث حققت (14.906) مليون سائح خلال عام 2023 وهو رقم قياسي بالنسبة للسياحة في مصر.

كما أشار الوزير إلى التسهيلات التي تقوم بها مصر في ملف تأشيرات الدخول السياحية للجنسيات المختلفة، ومنها السماح للسائحين المغاربة الوافدين في أفواج سياحية بالحصول على تأشيرة دخول اضطرارية عند الوصول إلى المنافذ والمطارات المصرية.

وتم، خلال اللقاء، بحث آليات دفع مزيد من الحركة السياحية البينية بين البلدين، حيث تم التأكيد على أهمية العمل سوياً بين البلدين بما يساهم في تطوير المنتج السياحي الإقليمي وتعزيز مكانة البلدين سياحياً في أفريقيا.

وفي هذا الشأن، تم الإشارة إلى أهمية التعاون في وضع سياسات مشتركة تهدف إلى دعم وتعزيز حركة السياحة البينية وتسهيل عمل الشركات السياحية المختلفة بين البلدين، وترك مساحة التنافس للقطاع السياحي الخاص.

كما تم التطرق للحديث عن سبل الاستثمار السياحي في البلدين، وعرض الفرص الاستثمارية الموجودة في مصر في القطاع الفندقي. وفي هذا الإطار، تحدث السيد الوزير، بشكل تفصيلي، عن حوافز الاستثمار الفندقي التي تم الإعلان عنها خلال الفترة الماضية لحث وتشجيع المستثمرين المحليين والدوليين على الاستثمار السياحي في مصر ولاسيما المجال الفندقي، مشيراً إلى مستهدفات مصر فيما يخص زيادة في أعداد الغرف الفندقية خلال عامي 2024 و2025 حيث أنه من المتوقع افتتاح 25 ألف غرفة خلال عام 2024، ومستهدف افتتاح 40 ألف غرفة في عام 2025.

وأوضح أن إجمالي أعداد الغرف الفندقية الجديدة التي تم افتتاحها أو إعادة تشغيلها خلال عام 2023 هو 14209 غرفة، ليصل إجمالي أعداد الغرف الفندقية حالياً في مصر هو 220 ألف غرفة.

وأشار إلى أن دور الوزارة هو رقيب ومُنظم ومُرخص للصناعة، بجانب دورها كصانع للسياسات الخاصة بالصناعة، والتأكد من تلقي الزائر السائح لما وعد به من تجربة سياحية متميزة وضمان تحقيق له أعلى معايير الصحة والسلامة والأمن.

كما استعرض أهمية قانون إنشاء الغرف السياحية وتنظيم اتحاد لها واللائحة التنفيذية له، ودوره في النهوض بصناعة السياحة في مصر، وتعزيز دور وقوة القطاع الخاص بها وتمثيله بصورة أكبر من خلال مؤسسات عمل مدني قوية وفعالة وذات كفاءة عالية، والتي تتمثل في الغرف السياحية والاتحاد المصري للغرف السياحية.

ومن المقرر أن تقوم وزيرة السياحة والصناعة التقليدية والاقتصاد الاجتماعي والتضامني بالمملكة المغربية والوفد المرافق لها، خلال زيارتها الحالية لمصر، بزيارة عدد من المعالم السياحية والأثرية بمدينتي شرم الشيخ والقاهرة.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447962306994045,1,2024-08-01T12:06:02+00:00,1666872780510939,Service d'Information du Gouvernement,sigbf226,Burkina Faso,https://www.facebook.com/sigbf226,"Secteurs des Finances : la Banque des dépôts du Trésor bientôt opérationnelle
Communiqué de presse 

(Ouagadougou, 1er août 2024). Le Président du Faso, le Capitaine Ibrahim TRAORE va procéder au lancement officiel des activités de la Banque des dépôts du Trésor (BDT), ce vendredi 2 août 2024, au siège de la Banque logé au sein du Trésor Public à Koulouba.

Le lancement officiel des activités de la Banque des dépôts du Trésor (BDT) traduit la volonté du gouvernement d’offrir aux citoyens des services bancaires disponibles et accessibles sur toute l’étendue du territoire, à travers les trésoreries régionales, provinciales et départementales.

La Banque des dépôts du Trésor, institution financière publique est ouverte aux institutions publiques, Sociétés d'Etat et Etablissements Publics de l'Etat, Projets et Programmes, collectivités territoriales, aux organismes internationaux, aux entreprises privées, aux associations et ONG ainsi qu’aux particuliers.

Avec pour mission d'assurer la fonction bancaire du Trésor Public au profit de sa clientèle, la BDT offre une gamme complète de services bancaires notamment l’ouverture de compte, la collecte et la gestion des ressources, l'exécution des opérations.  Elle met à la disposition de ses clients des moyens de paiements digitaux et promeut le développement des services bancaires innovants. 

La mise en service de la Banque des dépôts du Trésor, à travers les services bancaires offerts, participera à répondre aux besoins personnels et professionnels des clients.

Direction de la Communication de la Présidence du Faso

#Com_Gouv_BF 
#SIGBurkina 
#BurkinaFaso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048585176238691,1,2024-03-06T20:54:34+00:00,24132436916400670,Executive Mansion-Liberia,executivemansionliberia,Liberia,https://www.facebook.com/@executivemansionliberia,"Official Commissioning ceremony of Justice Minister N. Oswald Tweh held Tuesday,  March 5, 2024 at the Executive Mansion in Monrovia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448215116658624,1,2025-11-06T13:27:11+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"• وزيرة التضامن الاجتماعي تلتقي مساعد المفوض السامي للاجئين لشؤون العمليات بالأمم المتحدة على هامش فعاليات مؤتمر القمة العالمية الثانية للتنمية الاجتماعية بالدوحة

.................................................................

بيان صادر عن وزارة التضامن الاجتماعي:

التقت الدكتورة مايا مرسي وزيرة التضامن الاجتماعي، السيد رؤوف مازو مساعد المفوض السامي للاجئين لشؤون العمليات بالأمم المتحدة، وذلك على هامش فعاليات مؤتمر القمة العالمية الثانية للتنمية الاجتماعية بالدوحة.

وتناول اللقاء بحث تعزيز سبل التنسيق والتعاون بين الجانبين، خاصة فيما يتعلق بشؤون الوافدين واللاجئين بصفة عامة في المنطقة.

وأكدت الدكتورة مايا مرسي أن الحالة المصرية حالة خاصة جدًا، فقد استقبلنا ورحبنا بأكثر من 10 ملايين وافد وضيف  ولاجيء ومهاجر، كما تم إصدار قانون لجوء الأجانب، الذي ينظم أوضاعهم وحقوقهم والتزاماتهم المختلفة.

شهد اللقاء حضور  الأستاذة دينا الصيرفي مساعد وزيرة التضامن الاجتماعي مساعدة وزيرة التضامن الاجتماعي للتعاون الدولى والعلاقات والاتفاقات الدولية، والأستاذ رأفت شفيق مساعد وزيرة التضامن الاجتماعي للحماية الاجتماعية وبرامج دعم شبكات الأمان الاجتماعي والتمكين الاقتصادي والتنمية البشرية، والدكتورة أحمد سعدة المدير التنفيذي لصندوق دعم مشروعات الجمعيات والمؤسسات الأهلية.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
